Timestamp	App	Log Level	Message
00:00:01.123	17643	ERROR		GameBenchD - Starting cpu thread - 15583 
00:00:01.149	17643	ERROR		GameBenchD - --------- beginning of system
00:00:01.149	2151	INFO		BinderCallsStatsService - Resetting stats
00:00:01.174	2151	ERROR		BatteryExternalStatsWorker - no controller energy info supplied for bluetooth
00:00:01.174	17643	INFO		GameBenchD - Accepted a client connection for SS
00:00:01.200	17643	INFO		GameBenchD - Received command for daemon
00:00:01.200	17643	INFO		GameBenchD - Launch ScreenCap received
00:00:01.200	17643	INFO		GameBenchD - Accepted a client connection for SS
00:00:01.200	17643	WARN		FileIOThread - type=1400 audit(0.0:37636): avc: denied { read } for uid=2000 name="gpu_busy_percentage" dev="sysfs" ino=28966 scontext=u:r:shell:s0 tcontext=u:object_r:sysfs_kgsl:s0 tclass=file permissive=0
00:00:01.200	15492	INFO		GameBench3 - File /sys/kernel/gpu/gpu_busy exists but no read permission
00:00:01.200	15492	DEBUG		GameBench - Send start for FPS Alt
00:00:01.200	15492	INFO		GameBenchDebug - Finding Pid for Mem
00:00:01.200	17643	INFO		GameBenchD - Received command for daemon
00:00:01.200	17643	INFO		GameBenchD - Launch FPS Alternate received
00:00:01.228	15492	INFO		MetricsTowrite - 6
00:00:01.254	15492	DEBUG		TEST - Writing janks
00:00:01.254	2151	WARN		ProcessCpuTracker - Skipping unknown process pid 15591
00:00:01.392	15492	INFO		GameBench3 - Pid for com.example.flutter_compare - 15296
00:00:01.392	15492	INFO		GameBenchDebug - Pid Val for packageName -  com.example.flutter_compare is -15296
00:00:01.392	15492	INFO		GameBenchDebug - Found Pid Mem Thread - true
00:00:01.526	15492	INFO		GameBench3 - Pid for com.example.flutter_compare - 15296
00:00:01.526	17643	INFO		GameBenchD - Accepted a client connection for SS
00:00:01.553	15492	INFO		GBDebug - No perms to read pid stat - using daemon
00:00:01.553	15492	INFO		GameBench - Cpu Init called with - numCores - 8 - maxFreqSum - 16204800
00:00:01.553	15492	INFO		GameBenchJNI - Resizing thread array! From 6 to 12
00:00:01.553	15492	INFO		GameBenchJNI - Resizing thread array! From 12 to 24
00:00:01.553	15492	INFO		GameBenchJNI - Allocating start. count: 0
00:00:01.553	15492	INFO		GameBenchJNI - Allocating end. count: 9
00:00:01.553	15492	INFO		GameBenchJNI - Allocating start. count: 0
00:00:01.553	15492	INFO		GameBenchJNI - Allocating end. count: 9
00:00:01.553	15492	INFO		GameBenchJNI - Allocating start. count: 0
00:00:01.553	15492	INFO		GameBenchJNI - Allocating end. count: 9
00:00:01.553	15492	INFO		GameBenchJNI - Allocating start. count: 0
00:00:01.553	15492	INFO		GameBenchJNI - Allocating end. count: 9
00:00:01.553	15492	INFO		GameBenchJNI - Allocating start. count: 0
00:00:01.553	15492	INFO		GameBenchJNI - Allocating end. count: 7
00:00:01.553	15492	INFO		GameBenchJNI - Allocating start. count: 0
00:00:01.553	15492	INFO		GameBenchJNI - Allocating end. count: 7
00:00:01.554	15492	INFO		GameBenchJNI - Allocating start. count: 0
00:00:01.554	15492	INFO		GameBenchJNI - Allocating end. count: 7
00:00:01.554	15492	INFO		GameBenchJNI - Allocating start. count: 0
00:00:01.554	15492	INFO		GameBenchJNI - Allocating end. count: 7
00:00:01.640	15492	INFO		GameBenchDebug - Finding Pid for Mem
00:00:01.815	15492	INFO		GameBench3 - Pid for com.example.flutter_compare - 15296
00:00:01.815	15492	INFO		GameBenchDebug - Pid Val for packageName -  com.example.flutter_compare is -15296
00:00:01.872	15492	WARN		System - A resource failed to call close. 
00:00:02.066	14831	DEBUG		ClClient - Not sending keepalive.  Current connection state=STOPPED
00:00:02.505	1187	ERROR		ANDR-PERF-MPCTL - Invalid profile no. 0, total profiles 0 only
00:00:02.586	2151	VERBOSE		LocSvc_HIDL_OsNpGlue_jni - [onSetRequest][61] [HC] <<= [HS]
00:00:02.586	9244	WARN		Looper - Looper already prepared for this thread with a different value for the LOOPER_PREPARE_ALLOW_NON_CALLBACKS option.
00:00:02.615	2151	INFO		WifiService - acquireWifiLock uid=10039 lockMode=2
00:00:02.615	9244	WARN		inertial-anchor - Signficant calibration change for SENSOR_TYPE_MAGNETOMETER_UT from CAL_SOURCE_UNCAL_SENSOR, delta=75.7538, threshold=5
00:00:02.615	9244	WARN		inertial-anchor - Reinitializing due to significant calibration change
00:00:02.644	9244	WARN		inertial-anchor - Triggering reinit due to mag declination change
00:00:02.672	9244	INFO		GeofencerStateMachine - sendNewLocationAvailability: availability=LocationAvailability[isLocationAvailable: true]
00:00:02.760	9244	INFO		GeofencerStateMachine - sendNewLocationAvailability: availability=LocationAvailability[isLocationAvailable: true]
00:00:02.760	1154	WARN		qti_sensors_hal - processInd: MOT_DISPROT Data:  0.0
00:00:02.760	1154	WARN		qti_sensors_hal - filled uncal mag filter: hdl 12 len 8 in HAL
00:00:02.786	9244	INFO		GeofencerStateMachine - sendNewLocationAvailability: availability=LocationAvailability[isLocationAvailable: true]
00:00:02.815	1187	ERROR		ANDR-PERF-MPCTL - Invalid profile no. 0, total profiles 0 only
